1         2         3         4         
442       395       441       443       
395       396       439       443       
400       397       444       398       
397       400       444       429       
400       398       444       443       
442       398       443       444       
401       400       445       443       
400       444       445       443       
399       400       429       445       
444       400       445       429       
399       401       445       402       
402       430       445       429       
402       430       401       445       
401       399       445       400       
402       399       429       445       
405       404       446       406       
405       403       413       446       
413       403       437       446       
405       412       446       413       
405       404       403       446       
407       405       446       406       
409       447       435       414       
407       409       447       405       
405       446       412       447       
409       405       412       447       
407       409       414       447       
405       407       446       447       
414       408       406       448       
407       414       406       448       
414       447       435       448       
407       406       446       448       
414       408       448       418       
414       448       407       447       
447       407       446       448       
412       413       449       446       
447       409       435       449       
447       449       446       412       
409       412       449       447       
413       410       412       450       
413       410       450       411       
412       450       449       413       
413       450       437       438       
411       450       413       438       
437       413       446       451       
437       413       451       450       
413       446       451       449       
450       413       451       449       
422       420       423       452       
420       422       453       452       
454       453       422       452       
455       452       423       420       
424       423       420       455       
455       452       420       453       
448       414       456       435       
435       414       456       434       
448       447       435       456       
448       414       418       456       
418       414       434       456       
419       415       434       457       
421       424       415       457       
418       456       434       457       
418       434       415       457       
421       415       419       457       
421       419       423       458       
421       457       458       424       
421       423       424       458       
458       434       457       419       
457       458       456       434       
421       458       457       419       
457       458       424       459       
452       455       423       460       
423       424       458       460       
460       455       424       459       
424       423       455       460       
460       459       424       458       
425       426       461       431       
425       431       461       430       
425       426       430       461       
426       461       431       462       
426       432       462       431       
433       426       432       462       
428       427       463       433       
432       463       427       433       
464       433       428       463       
464       433       463       465       
429       431       430       466       
461       431       466       430       
444       445       466       429       
445       430       466       429       
445       430       461       466       
461       467       466       431       
432       467       462       431       
461       467       431       462       
432       433       468       463       
465       468       433       463       
465       468       462       433       
462       468       467       432       
432       433       462       468       
434       456       469       458       
435       456       469       434       
447       449       435       470       
435       447       470       456       
435       469       456       470       
436       437       471       438       
436       441       440       471       
440       436       471       438       
472       438       471       437       
437       471       472       451       
440       472       438       471       
437       450       451       472       
438       450       437       472       
443       439       441       473       
441       440       471       473       
440       441       439       473       
472       440       473       471       
473       474       441       443       
441       473       471       474       
442       441       474       443       
442       444       443       474       
444       466       475       474       
443       473       474       475       
475       445       444       443       
445       475       444       466       
443       475       474       444       
461       476       466       467       
476       445       461       466       
475       476       466       445       
470       477       469       456       
477       470       447       456       
448       447       456       477       
449       446       451       477       
447       446       477       448       
447       449       477       446       
470       449       477       447       
451       449       477       478       
470       449       478       477       
451       450       478       472       
450       451       478       449       
471       451       479       472       
478       451       472       479       
451       478       477       479       
474       473       471       480       
454       453       452       481       
452       455       481       453       
482       483       454       481       
453       454       483       481       
460       459       484       455       
452       455       460       484       
452       455       484       481       
485       481       455       453       
485       483       482       481       
485       481       453       483       
486       484       459       455       
485       481       486       455       
484       486       481       455       
486       459       484       487       
457       458       459       488       
457       456       458       488       
469       456       488       458       
469       456       477       488       
469       488       489       458       
459       460       484       489       
459       460       489       458       
489       487       459       488       
487       459       484       489       
459       489       488       458       
483       482       490       485       
490       491       485       482       
485       481       482       491       
461       476       467       492       
467       461       492       462       
462       467       468       493       
465       468       493       462       
462       467       493       492       
468       465       493       494       
495       494       493       465       
468       465       494       496       
464       463       496       465       
468       465       496       463       
495       494       465       496       
497       496       465       464       
497       496       495       465       
466       476       498       467       
492       476       467       498       
466       475       474       498       
476       466       498       475       
499       493       468       467       
493       494       499       468       
492       467       499       498       
499       492       493       467       
469       488       477       500       
470       477       500       469       
488       469       489       500       
470       477       478       500       
480       501       471       479       
480       501       473       471       
472       471       473       501       
472       471       501       479       
478       479       472       501       
474       473       480       502       
502       474       498       480       
480       501       502       473       
498       476       502       492       
475       474       502       473       
502       475       498       474       
476       502       475       498       
479       478       503       501       
480       501       504       502       
502       498       504       480       
479       478       505       503       
500       505       488       477       
505       500       503       478       
479       478       477       505       
500       505       477       478       
501       480       506       479       
480       501       506       504       
503       506       479       501       
503       506       505       479       
489       487       488       507       
484       486       508       481       
481       485       508       491       
486       484       508       487       
485       481       508       486       
487       489       508       507       
487       489       484       508       
509       508       507       487       
508       509       486       487       
490       491       509       485       
508       509       491       485       
508       509       485       486       
507       510       505       488       
500       505       510       488       
507       510       489       508       
507       489       510       488       
488       489       510       500       
490       491       511       509       
511       512       509       491       
509       508       491       512       
495       494       513       493       
498       502       504       514       
492       499       514       498       
499       492       514       493       
498       492       502       514       
515       513       493       514       
499       493       514       515       
493       499       494       515       
513       515       493       494       
516       517       513       495       
516       517       495       497       
495       494       517       513       
513       515       494       517       
497       496       517       495       
494       495       517       496       
498       514       504       518       
514       499       515       518       
514       499       518       498       
505       503       500       519       
507       510       519       505       
505       500       510       519       
503       506       519       505       
518       504       520       514       
504       501       520       502       
504       502       520       514       
506       503       519       520       
506       503       520       501       
504       506       520       501       
520       521       504       518       
521       520       506       519       
521       520       504       506       
519       522       507       505       
522       519       521       506       
522       519       506       505       
522       519       507       523       
524       523       525       507       
524       523       507       519       
510       507       519       524       
525       526       507       509       
509       508       526       507       
509       508       512       526       
525       526       524       507       
510       507       524       526       
512       511       526       527       
526       525       527       511       
511       512       526       509       
526       525       511       509       
510       507       526       508       
527       528       526       512       
525       526       527       529       
528       527       529       530       
527       528       529       526       
515       513       514       531       
514       518       515       531       
513       515       517       532       
513       515       532       531       
516       517       532       513       
520       521       518       533       
518       514       533       531       
518       514       520       533       
531       534       518       515       
534       531       518       533       
531       515       535       534       
532       535       515       517       
535       532       515       531       
533       518       534       536       
533       518       536       521       
521       520       536       533       
536       537       533       520       
521       536       520       537       
522       519       537       521       
521       520       519       537       
523       524       537       519       
536       537       521       522       
522       519       523       537       
537       523       522       536       
537       523       536       538       
525       526       529       539       
539       538       529       525       
524       523       539       525       
539       538       525       523       
525       526       539       524       
538       539       537       523       
523       524       539       537       
530       540       541       528       
529       541       539       526       
541       529       530       528       
541       529       528       526       
530       540       542       541       
540       530       542       543       
543       544       542       540       
542       545       543       530       
542       545       530       541       
529       541       530       545       
529       541       546       539       
529       541       545       546       
539       538       546       529       
536       537       547       533       
534       531       533       548       
534       531       548       549       
531       534       535       549       
535       532       531       549       
550       548       533       547       
533       534       550       536       
548       534       550       533       
547       533       550       536       
549       551       534       535       
548       534       551       550       
551       549       534       548       
547       550       552       536       
536       537       552       547       
537       536       552       538       
553       552       538       537       
538       539       553       537       
553       552       546       538       
538       539       546       553       
552       553       547       537       
546       554       553       539       
546       554       539       541       
546       554       541       545       
545       542       554       541       
545       542       555       554       
544       543       542       556       
557       558       544       556       
544       543       556       558       
556       559       558       543       
559       555       545       556       
545       542       556       555       
556       559       543       545       
542       545       556       543       
556       560       558       559       
557       558       556       560       
557       558       560       561       
562       561       557       560       
555       559       545       563       
563       555       554       545       
554       546       563       545       
553       552       563       546       
554       546       553       563       
547       552       550       564       
552       553       564       547       
550       565       547       564       
550       548       547       565       
550       548       565       566       
548       551       566       550       
551       549       548       566       
564       567       552       568       
565       568       564       550       
564       568       552       550       
565       568       550       569       
565       566       569       550       
566       569       550       551       
563       570       554       555       
552       553       570       564       
563       570       553       554       
553       552       570       563       
567       564       552       570       
570       567       563       552       
560       571       558       559       
560       571       561       558       
561       562       572       560       
560       571       572       561       
555       573       559       563       
563       555       573       570       
573       574       570       555       
575       576       571       559       
573       574       555       575       
571       560       575       559       
559       556       575       555       
556       559       575       560       
559       555       575       573       
576       575       573       559       
577       572       562       560       
571       560       577       575       
572       577       571       560       
574       573       570       578       
570       563       578       573       
570       567       578       563       
567       579       564       570       
567       579       570       578       
568       580       565       564       
568       564       567       580       
579       567       564       580       
568       580       581       565       
569       566       565       581       
569       565       568       581       
580       568       582       567       
579       567       580       582       
579       567       582       578       
581       569       583       568       
580       581       583       568       
580       568       583       582       
578       584       570       574       
578       584       579       570       
584       578       579       582       
572       577       585       571       
575       576       585       571       
571       575       577       585       
576       575       586       573       
576       575       585       586       
587       586       576       585       
573       574       575       586       
578       584       574       586       
587       586       573       576       
587       586       578       573       
574       573       578       586       
588       585       575       586       
588       585       577       575       
587       586       589       578       
584       578       589       586       
584       578       582       589       
582       590       579       584       
582       590       580       579       
582       590       584       589       
583       591       581       580       
582       590       591       580       
583       591       580       582       
590       582       592       589       
591       583       593       582       
590       582       593       592       
590       582       591       593       
589       594       592       590       
589       594       590       584       
589       594       584       586       
589       594       586       595       
587       586       595       589       
585       588       595       586       
586       587       595       585       
596       595       586       594       
596       595       588       586       
592       597       590       594       
597       592       598       594       
594       589       592       598       
594       589       598       595       
593       599       591       590       
593       599       590       592       
592       597       599       590       
592       597       600       599       
599       593       600       592       
597       592       600       598       
601       598       594       597       
596       595       594       601       
598       601       594       595       
601       598       597       602       
602       600       597       599       
600       602       597       598       
